Sensor,Date_Time,Date,Time,Count
State Library,2020-07-16T23:00:00Z,2020-07-17,9,NA
Collins St (North),2020-07-16T23:00:00Z,2020-07-17,9,202
Collins Place (South),2020-07-16T23:00:00Z,2020-07-17,9,193
Collins Place (North),2020-07-16T23:00:00Z,2020-07-17,9,101
Chinatown-Swanston St (North),2020-07-16T23:00:00Z,2020-07-17,9,62
Chinatown-Lt Bourke St (South),2020-07-16T23:00:00Z,2020-07-17,9,46
Bourke St-Russell St (West),2020-07-16T23:00:00Z,2020-07-17,9,NA
Flinders St-Elizabeth St (East),2020-07-16T23:00:00Z,2020-07-17,9,481
Spencer St-Collins St (South),2020-07-16T23:00:00Z,2020-07-17,9,106
Spencer St-Collins St (North),2020-07-16T23:00:00Z,2020-07-17,9,321
Melbourne Convention Exhibition Centre,2020-07-16T23:00:00Z,2020-07-17,9,242
QV Market-Elizabeth St (West),2020-07-16T23:00:00Z,2020-07-17,9,297
QV Market-Peel St,2020-07-16T23:00:00Z,2020-07-17,9,84
The Arts Centre,2020-07-16T23:00:00Z,2020-07-17,9,141
St Kilda Rd-Alexandra Gardens,2020-07-16T23:00:00Z,2020-07-17,9,75
Lonsdale St (South),2020-07-16T23:00:00Z,2020-07-17,9,69
Lygon St (West),2020-07-16T23:00:00Z,2020-07-17,9,73
City Square,2020-07-16T23:00:00Z,2020-07-17,9,NA
Flinders St-Spring St (West),2020-07-16T23:00:00Z,2020-07-17,9,NA
Flinders St-Spark La,2020-07-16T23:00:00Z,2020-07-17,9,35
Southbank,2020-07-16T23:00:00Z,2020-07-17,9,189
Queen St (West),2020-07-16T23:00:00Z,2020-07-17,9,95
Lygon St (East),2020-07-16T23:00:00Z,2020-07-17,9,NA
Alfred Place,2020-07-16T23:00:00Z,2020-07-17,9,52
Lonsdale St-Spring St (West),2020-07-16T23:00:00Z,2020-07-17,9,142
Grattan St-Swanston St (West),2020-07-16T23:00:00Z,2020-07-17,9,55
Monash Rd-Swanston St (West),2020-07-16T23:00:00Z,2020-07-17,9,21
Tin Alley-Swanston St (West),2020-07-16T23:00:00Z,2020-07-17,9,22
Little Collins St-Swanston St (East),2020-07-16T23:00:00Z,2020-07-17,9,172
Flinders La-Swanston St (West),2020-07-16T23:00:00Z,2020-07-17,9,573
Pelham St (South),2020-07-16T23:00:00Z,2020-07-17,9,40
Melbourne Central-Elizabeth St (East),2020-07-16T23:00:00Z,2020-07-17,9,307
QVM-Queen St (East),2020-07-16T23:00:00Z,2020-07-17,9,140
QVM-Therry St (South),2020-07-16T23:00:00Z,2020-07-17,9,94
Faraday St-Lygon St (West),2020-07-16T23:00:00Z,2020-07-17,9,103
QVM-Franklin St (North),2020-07-16T23:00:00Z,2020-07-17,9,83
Elizabeth St-Lonsdale St (South),2020-07-16T23:00:00Z,2020-07-17,9,69
Lincoln-Swanston (W),2020-07-16T23:00:00Z,2020-07-17,9,2
Elizabeth St-La Trobe St (East),2020-07-16T23:00:00Z,2020-07-17,9,NA
Lonsdale St - Elizabeth St (North),2020-07-16T23:00:00Z,2020-07-17,9,61
Bourke St Bridge,2020-07-16T23:00:00Z,2020-07-17,9,56
Bourke St - Spencer St (North),2020-07-16T23:00:00Z,2020-07-17,9,199
RMIT Bld 80 - 445 Swanston Street,2020-07-16T23:00:00Z,2020-07-17,9,22
Flinders La-Swanston St (West) Temporary,2020-07-16T23:00:00Z,2020-07-17,9,NA
RMIT Building 14,2020-07-16T23:00:00Z,2020-07-17,9,103
380 Elizabeth St,2020-07-16T23:00:00Z,2020-07-17,9,281
La Trobe St (North),2020-07-16T23:00:00Z,2020-07-17,9,NA
231 Bourke St,2020-07-16T23:00:00Z,2020-07-17,9,132
Royal Pde - Grattan St,2020-07-16T23:00:00Z,2020-07-17,9,NA
Bourke Street Mall (North),2020-07-17T00:00:00Z,2020-07-17,10,302
Bourke Street Mall (South),2020-07-17T00:00:00Z,2020-07-17,10,223
Melbourne Central,2020-07-17T00:00:00Z,2020-07-17,10,245
Town Hall (West),2020-07-17T00:00:00Z,2020-07-17,10,413
Princes Bridge,2020-07-17T00:00:00Z,2020-07-17,10,229
Flinders Street Station Underpass,2020-07-17T00:00:00Z,2020-07-17,10,176
Birrarung Marr,2020-07-17T00:00:00Z,2020-07-17,10,83
Webb Bridge,2020-07-17T00:00:00Z,2020-07-17,10,126
Southern Cross Station,2020-07-17T00:00:00Z,2020-07-17,10,80
Victoria Point,2020-07-17T00:00:00Z,2020-07-17,10,54
Waterfront City,2020-07-17T00:00:00Z,2020-07-17,10,30
New Quay,2020-07-17T00:00:00Z,2020-07-17,10,96
Flagstaff Station,2020-07-17T00:00:00Z,2020-07-17,10,NA
Sandridge Bridge,2020-07-17T00:00:00Z,2020-07-17,10,8
State Library,2020-07-17T00:00:00Z,2020-07-17,10,NA
Collins St (North),2020-07-17T00:00:00Z,2020-07-17,10,280
Collins Place (South),2020-07-17T00:00:00Z,2020-07-17,10,183
Collins Place (North),2020-07-17T00:00:00Z,2020-07-17,10,110
Chinatown-Swanston St (North),2020-07-17T00:00:00Z,2020-07-17,10,96
Chinatown-Lt Bourke St (South),2020-07-17T00:00:00Z,2020-07-17,10,50
Bourke St-Russell St (West),2020-07-17T00:00:00Z,2020-07-17,10,NA
Flinders St-Elizabeth St (East),2020-07-17T00:00:00Z,2020-07-17,10,555
Spencer St-Collins St (South),2020-07-17T00:00:00Z,2020-07-17,10,70
Spencer St-Collins St (North),2020-07-17T00:00:00Z,2020-07-17,10,314
Melbourne Convention Exhibition Centre,2020-07-17T00:00:00Z,2020-07-17,10,205
QV Market-Elizabeth St (West),2020-07-17T00:00:00Z,2020-07-17,10,439
QV Market-Peel St,2020-07-17T00:00:00Z,2020-07-17,10,84
The Arts Centre,2020-07-17T00:00:00Z,2020-07-17,10,143
St Kilda Rd-Alexandra Gardens,2020-07-17T00:00:00Z,2020-07-17,10,49
Lonsdale St (South),2020-07-17T00:00:00Z,2020-07-17,10,92
Lygon St (West),2020-07-17T00:00:00Z,2020-07-17,10,124
City Square,2020-07-17T00:00:00Z,2020-07-17,10,NA
Flinders St-Spring St (West),2020-07-17T00:00:00Z,2020-07-17,10,NA
Flinders St-Spark La,2020-07-17T00:00:00Z,2020-07-17,10,40
Southbank,2020-07-17T00:00:00Z,2020-07-17,10,160
Queen St (West),2020-07-17T00:00:00Z,2020-07-17,10,121
Lygon St (East),2020-07-17T00:00:00Z,2020-07-17,10,NA
Alfred Place,2020-07-17T00:00:00Z,2020-07-17,10,24
Lonsdale St-Spring St (West),2020-07-17T00:00:00Z,2020-07-17,10,117
Grattan St-Swanston St (West),2020-07-17T00:00:00Z,2020-07-17,10,45
Monash Rd-Swanston St (West),2020-07-17T00:00:00Z,2020-07-17,10,22
Tin Alley-Swanston St (West),2020-07-17T00:00:00Z,2020-07-17,10,15
Little Collins St-Swanston St (East),2020-07-17T00:00:00Z,2020-07-17,10,180
Flinders La-Swanston St (West),2020-07-17T00:00:00Z,2020-07-17,10,500
Pelham St (South),2020-07-17T00:00:00Z,2020-07-17,10,35
Melbourne Central-Elizabeth St (East),2020-07-17T00:00:00Z,2020-07-17,10,302
QVM-Queen St (East),2020-07-17T00:00:00Z,2020-07-17,10,153
QVM-Therry St (South),2020-07-17T00:00:00Z,2020-07-17,10,134
Faraday St-Lygon St (West),2020-07-17T00:00:00Z,2020-07-17,10,152
QVM-Franklin St (North),2020-07-17T00:00:00Z,2020-07-17,10,89
Elizabeth St-Lonsdale St (South),2020-07-17T00:00:00Z,2020-07-17,10,114
Lincoln-Swanston (W),2020-07-17T00:00:00Z,2020-07-17,10,3
Elizabeth St-La Trobe St (East),2020-07-17T00:00:00Z,2020-07-17,10,NA
Lonsdale St - Elizabeth St (North),2020-07-17T00:00:00Z,2020-07-17,10,130
Bourke St Bridge,2020-07-17T00:00:00Z,2020-07-17,10,84
Bourke St - Spencer St (North),2020-07-17T00:00:00Z,2020-07-17,10,163
RMIT Bld 80 - 445 Swanston Street,2020-07-17T00:00:00Z,2020-07-17,10,64
Flinders La-Swanston St (West) Temporary,2020-07-17T00:00:00Z,2020-07-17,10,NA
RMIT Building 14,2020-07-17T00:00:00Z,2020-07-17,10,145
380 Elizabeth St,2020-07-17T00:00:00Z,2020-07-17,10,375
La Trobe St (North),2020-07-17T00:00:00Z,2020-07-17,10,NA
231 Bourke St,2020-07-17T00:00:00Z,2020-07-17,10,132
Royal Pde - Grattan St,2020-07-17T00:00:00Z,2020-07-17,10,NA
Bourke Street Mall (North),2020-07-17T01:00:00Z,2020-07-17,11,393
Bourke Street Mall (South),2020-07-17T01:00:00Z,2020-07-17,11,294
Melbourne Central,2020-07-17T01:00:00Z,2020-07-17,11,267
Town Hall (West),2020-07-17T01:00:00Z,2020-07-17,11,456
Princes Bridge,2020-07-17T01:00:00Z,2020-07-17,11,246
Flinders Street Station Underpass,2020-07-17T01:00:00Z,2020-07-17,11,198
Birrarung Marr,2020-07-17T01:00:00Z,2020-07-17,11,105
Webb Bridge,2020-07-17T01:00:00Z,2020-07-17,11,150
Southern Cross Station,2020-07-17T01:00:00Z,2020-07-17,11,74
Victoria Point,2020-07-17T01:00:00Z,2020-07-17,11,42
Waterfront City,2020-07-17T01:00:00Z,2020-07-17,11,37
New Quay,2020-07-17T01:00:00Z,2020-07-17,11,111
Flagstaff Station,2020-07-17T01:00:00Z,2020-07-17,11,NA
Sandridge Bridge,2020-07-17T01:00:00Z,2020-07-17,11,4
State Library,2020-07-17T01:00:00Z,2020-07-17,11,NA
Collins St (North),2020-07-17T01:00:00Z,2020-07-17,11,312
Collins Place (South),2020-07-17T01:00:00Z,2020-07-17,11,195
Collins Place (North),2020-07-17T01:00:00Z,2020-07-17,11,111
Chinatown-Swanston St (North),2020-07-17T01:00:00Z,2020-07-17,11,152
Chinatown-Lt Bourke St (South),2020-07-17T01:00:00Z,2020-07-17,11,69
Bourke St-Russell St (West),2020-07-17T01:00:00Z,2020-07-17,11,NA
Flinders St-Elizabeth St (East),2020-07-17T01:00:00Z,2020-07-17,11,638
Spencer St-Collins St (South),2020-07-17T01:00:00Z,2020-07-17,11,94
Spencer St-Collins St (North),2020-07-17T01:00:00Z,2020-07-17,11,282
Melbourne Convention Exhibition Centre,2020-07-17T01:00:00Z,2020-07-17,11,263
QV Market-Elizabeth St (West),2020-07-17T01:00:00Z,2020-07-17,11,451
QV Market-Peel St,2020-07-17T01:00:00Z,2020-07-17,11,87
The Arts Centre,2020-07-17T01:00:00Z,2020-07-17,11,155
St Kilda Rd-Alexandra Gardens,2020-07-17T01:00:00Z,2020-07-17,11,70
Lonsdale St (South),2020-07-17T01:00:00Z,2020-07-17,11,142
Lygon St (West),2020-07-17T01:00:00Z,2020-07-17,11,146
City Square,2020-07-17T01:00:00Z,2020-07-17,11,NA
Flinders St-Spring St (West),2020-07-17T01:00:00Z,2020-07-17,11,NA
Flinders St-Spark La,2020-07-17T01:00:00Z,2020-07-17,11,43
Southbank,2020-07-17T01:00:00Z,2020-07-17,11,189
Queen St (West),2020-07-17T01:00:00Z,2020-07-17,11,118
Lygon St (East),2020-07-17T01:00:00Z,2020-07-17,11,NA
Alfred Place,2020-07-17T01:00:00Z,2020-07-17,11,51
Lonsdale St-Spring St (West),2020-07-17T01:00:00Z,2020-07-17,11,147
Grattan St-Swanston St (West),2020-07-17T01:00:00Z,2020-07-17,11,54
Monash Rd-Swanston St (West),2020-07-17T01:00:00Z,2020-07-17,11,37
Tin Alley-Swanston St (West),2020-07-17T01:00:00Z,2020-07-17,11,25
Little Collins St-Swanston St (East),2020-07-17T01:00:00Z,2020-07-17,11,220
Flinders La-Swanston St (West),2020-07-17T01:00:00Z,2020-07-17,11,540
Pelham St (South),2020-07-17T01:00:00Z,2020-07-17,11,33
Melbourne Central-Elizabeth St (East),2020-07-17T01:00:00Z,2020-07-17,11,418
QVM-Queen St (East),2020-07-17T01:00:00Z,2020-07-17,11,168
QVM-Therry St (South),2020-07-17T01:00:00Z,2020-07-17,11,122
Faraday St-Lygon St (West),2020-07-17T01:00:00Z,2020-07-17,11,159
QVM-Franklin St (North),2020-07-17T01:00:00Z,2020-07-17,11,93
Elizabeth St-Lonsdale St (South),2020-07-17T01:00:00Z,2020-07-17,11,122
Lincoln-Swanston (W),2020-07-17T01:00:00Z,2020-07-17,11,13
Elizabeth St-La Trobe St (East),2020-07-17T01:00:00Z,2020-07-17,11,NA
Lonsdale St - Elizabeth St (North),2020-07-17T01:00:00Z,2020-07-17,11,102
Bourke St Bridge,2020-07-17T01:00:00Z,2020-07-17,11,69
Bourke St - Spencer St (North),2020-07-17T01:00:00Z,2020-07-17,11,150
RMIT Bld 80 - 445 Swanston Street,2020-07-17T01:00:00Z,2020-07-17,11,54
Flinders La-Swanston St (West) Temporary,2020-07-17T01:00:00Z,2020-07-17,11,NA
RMIT Building 14,2020-07-17T01:00:00Z,2020-07-17,11,134
380 Elizabeth St,2020-07-17T01:00:00Z,2020-07-17,11,483
La Trobe St (North),2020-07-17T01:00:00Z,2020-07-17,11,NA
231 Bourke St,2020-07-17T01:00:00Z,2020-07-17,11,184
Royal Pde - Grattan St,2020-07-17T01:00:00Z,2020-07-17,11,NA
Bourke Street Mall (North),2020-07-17T02:00:00Z,2020-07-17,12,584
Bourke Street Mall (South),2020-07-17T02:00:00Z,2020-07-17,12,399
Melbourne Central,2020-07-17T02:00:00Z,2020-07-17,12,359
Town Hall (West),2020-07-17T02:00:00Z,2020-07-17,12,619
Princes Bridge,2020-07-17T02:00:00Z,2020-07-17,12,370
Flinders Street Station Underpass,2020-07-17T02:00:00Z,2020-07-17,12,261
Birrarung Marr,2020-07-17T02:00:00Z,2020-07-17,12,130
Webb Bridge,2020-07-17T02:00:00Z,2020-07-17,12,209
Southern Cross Station,2020-07-17T02:00:00Z,2020-07-17,12,111
Victoria Point,2020-07-17T02:00:00Z,2020-07-17,12,49
Waterfront City,2020-07-17T02:00:00Z,2020-07-17,12,44
New Quay,2020-07-17T02:00:00Z,2020-07-17,12,171
Flagstaff Station,2020-07-17T02:00:00Z,2020-07-17,12,NA
Sandridge Bridge,2020-07-17T02:00:00Z,2020-07-17,12,11
State Library,2020-07-17T02:00:00Z,2020-07-17,12,NA
Collins St (North),2020-07-17T02:00:00Z,2020-07-17,12,438
Collins Place (South),2020-07-17T02:00:00Z,2020-07-17,12,230
Collins Place (North),2020-07-17T02:00:00Z,2020-07-17,12,125
Chinatown-Swanston St (North),2020-07-17T02:00:00Z,2020-07-17,12,202
Chinatown-Lt Bourke St (South),2020-07-17T02:00:00Z,2020-07-17,12,94
Bourke St-Russell St (West),2020-07-17T02:00:00Z,2020-07-17,12,NA
Flinders St-Elizabeth St (East),2020-07-17T02:00:00Z,2020-07-17,12,821
Spencer St-Collins St (South),2020-07-17T02:00:00Z,2020-07-17,12,144
Spencer St-Collins St (North),2020-07-17T02:00:00Z,2020-07-17,12,384
Melbourne Convention Exhibition Centre,2020-07-17T02:00:00Z,2020-07-17,12,374
QV Market-Elizabeth St (West),2020-07-17T02:00:00Z,2020-07-17,12,662
QV Market-Peel St,2020-07-17T02:00:00Z,2020-07-17,12,112
The Arts Centre,2020-07-17T02:00:00Z,2020-07-17,12,223
St Kilda Rd-Alexandra Gardens,2020-07-17T02:00:00Z,2020-07-17,12,93
Lonsdale St (South),2020-07-17T02:00:00Z,2020-07-17,12,186
Lygon St (West),2020-07-17T02:00:00Z,2020-07-17,12,195
City Square,2020-07-17T02:00:00Z,2020-07-17,12,NA
Flinders St-Spring St (West),2020-07-17T02:00:00Z,2020-07-17,12,NA
Flinders St-Spark La,2020-07-17T02:00:00Z,2020-07-17,12,64
Southbank,2020-07-17T02:00:00Z,2020-07-17,12,245
Queen St (West),2020-07-17T02:00:00Z,2020-07-17,12,184
Lygon St (East),2020-07-17T02:00:00Z,2020-07-17,12,NA
Alfred Place,2020-07-17T02:00:00Z,2020-07-17,12,96
Lonsdale St-Spring St (West),2020-07-17T02:00:00Z,2020-07-17,12,179
Grattan St-Swanston St (West),2020-07-17T02:00:00Z,2020-07-17,12,72
Monash Rd-Swanston St (West),2020-07-17T02:00:00Z,2020-07-17,12,49
Tin Alley-Swanston St (West),2020-07-17T02:00:00Z,2020-07-17,12,38
Little Collins St-Swanston St (East),2020-07-17T02:00:00Z,2020-07-17,12,298
Flinders La-Swanston St (West),2020-07-17T02:00:00Z,2020-07-17,12,704
Pelham St (South),2020-07-17T02:00:00Z,2020-07-17,12,37
Melbourne Central-Elizabeth St (East),2020-07-17T02:00:00Z,2020-07-17,12,515
QVM-Queen St (East),2020-07-17T02:00:00Z,2020-07-17,12,236
QVM-Therry St (South),2020-07-17T02:00:00Z,2020-07-17,12,204
Faraday St-Lygon St (West),2020-07-17T02:00:00Z,2020-07-17,12,159
QVM-Franklin St (North),2020-07-17T02:00:00Z,2020-07-17,12,168
Elizabeth St-Lonsdale St (South),2020-07-17T02:00:00Z,2020-07-17,12,154
Lincoln-Swanston (W),2020-07-17T02:00:00Z,2020-07-17,12,7
Elizabeth St-La Trobe St (East),2020-07-17T02:00:00Z,2020-07-17,12,NA
Lonsdale St - Elizabeth St (North),2020-07-17T02:00:00Z,2020-07-17,12,151
Bourke St Bridge,2020-07-17T02:00:00Z,2020-07-17,12,95
Bourke St - Spencer St (North),2020-07-17T02:00:00Z,2020-07-17,12,251
RMIT Bld 80 - 445 Swanston Street,2020-07-17T02:00:00Z,2020-07-17,12,92
Flinders La-Swanston St (West) Temporary,2020-07-17T02:00:00Z,2020-07-17,12,NA
RMIT Building 14,2020-07-17T02:00:00Z,2020-07-17,12,193
380 Elizabeth St,2020-07-17T02:00:00Z,2020-07-17,12,626
La Trobe St (North),2020-07-17T02:00:00Z,2020-07-17,12,NA
231 Bourke St,2020-07-17T02:00:00Z,2020-07-17,12,275
Royal Pde - Grattan St,2020-07-17T02:00:00Z,2020-07-17,12,NA
Bourke Street Mall (North),2020-07-17T03:00:00Z,2020-07-17,13,672
Bourke Street Mall (South),2020-07-17T03:00:00Z,2020-07-17,13,501
Melbourne Central,2020-07-17T03:00:00Z,2020-07-17,13,448
Town Hall (West),2020-07-17T03:00:00Z,2020-07-17,13,684
Princes Bridge,2020-07-17T03:00:00Z,2020-07-17,13,398
Flinders Street Station Underpass,2020-07-17T03:00:00Z,2020-07-17,13,267
Birrarung Marr,2020-07-17T03:00:00Z,2020-07-17,13,142
Webb Bridge,2020-07-17T03:00:00Z,2020-07-17,13,222
Southern Cross Station,2020-07-17T03:00:00Z,2020-07-17,13,152
Victoria Point,2020-07-17T03:00:00Z,2020-07-17,13,62
Waterfront City,2020-07-17T03:00:00Z,2020-07-17,13,59
New Quay,2020-07-17T03:00:00Z,2020-07-17,13,156
Flagstaff Station,2020-07-17T03:00:00Z,2020-07-17,13,NA
Sandridge Bridge,2020-07-17T03:00:00Z,2020-07-17,13,8
State Library,2020-07-17T03:00:00Z,2020-07-17,13,NA
Collins St (North),2020-07-17T03:00:00Z,2020-07-17,13,453
Collins Place (South),2020-07-17T03:00:00Z,2020-07-17,13,255
Collins Place (North),2020-07-17T03:00:00Z,2020-07-17,13,147
Chinatown-Swanston St (North),2020-07-17T03:00:00Z,2020-07-17,13,193
Chinatown-Lt Bourke St (South),2020-07-17T03:00:00Z,2020-07-17,13,69
Bourke St-Russell St (West),2020-07-17T03:00:00Z,2020-07-17,13,NA
Flinders St-Elizabeth St (East),2020-07-17T03:00:00Z,2020-07-17,13,903
Spencer St-Collins St (South),2020-07-17T03:00:00Z,2020-07-17,13,154
Spencer St-Collins St (North),2020-07-17T03:00:00Z,2020-07-17,13,449
Melbourne Convention Exhibition Centre,2020-07-17T03:00:00Z,2020-07-17,13,398
QV Market-Elizabeth St (West),2020-07-17T03:00:00Z,2020-07-17,13,601
QV Market-Peel St,2020-07-17T03:00:00Z,2020-07-17,13,163
The Arts Centre,2020-07-17T03:00:00Z,2020-07-17,13,247
St Kilda Rd-Alexandra Gardens,2020-07-17T03:00:00Z,2020-07-17,13,104
Lonsdale St (South),2020-07-17T03:00:00Z,2020-07-17,13,178
Lygon St (West),2020-07-17T03:00:00Z,2020-07-17,13,162
City Square,2020-07-17T03:00:00Z,2020-07-17,13,NA
Flinders St-Spring St (West),2020-07-17T03:00:00Z,2020-07-17,13,NA
Flinders St-Spark La,2020-07-17T03:00:00Z,2020-07-17,13,67
Southbank,2020-07-17T03:00:00Z,2020-07-17,13,262
Queen St (West),2020-07-17T03:00:00Z,2020-07-17,13,157
Lygon St (East),2020-07-17T03:00:00Z,2020-07-17,13,NA
Alfred Place,2020-07-17T03:00:00Z,2020-07-17,13,81
Lonsdale St-Spring St (West),2020-07-17T03:00:00Z,2020-07-17,13,159
Grattan St-Swanston St (West),2020-07-17T03:00:00Z,2020-07-17,13,59
Monash Rd-Swanston St (West),2020-07-17T03:00:00Z,2020-07-17,13,57
Tin Alley-Swanston St (West),2020-07-17T03:00:00Z,2020-07-17,13,28
Little Collins St-Swanston St (East),2020-07-17T03:00:00Z,2020-07-17,13,362
Flinders La-Swanston St (West),2020-07-17T03:00:00Z,2020-07-17,13,721
Pelham St (South),2020-07-17T03:00:00Z,2020-07-17,13,73
Melbourne Central-Elizabeth St (East),2020-07-17T03:00:00Z,2020-07-17,13,580
QVM-Queen St (East),2020-07-17T03:00:00Z,2020-07-17,13,304
QVM-Therry St (South),2020-07-17T03:00:00Z,2020-07-17,13,172
Faraday St-Lygon St (West),2020-07-17T03:00:00Z,2020-07-17,13,144
QVM-Franklin St (North),2020-07-17T03:00:00Z,2020-07-17,13,156
Elizabeth St-Lonsdale St (South),2020-07-17T03:00:00Z,2020-07-17,13,153
Lincoln-Swanston (W),2020-07-17T03:00:00Z,2020-07-17,13,7
Elizabeth St-La Trobe St (East),2020-07-17T03:00:00Z,2020-07-17,13,NA
Lonsdale St - Elizabeth St (North),2020-07-17T03:00:00Z,2020-07-17,13,152
Bourke St Bridge,2020-07-17T03:00:00Z,2020-07-17,13,90
Bourke St - Spencer St (North),2020-07-17T03:00:00Z,2020-07-17,13,283
RMIT Bld 80 - 445 Swanston Street,2020-07-17T03:00:00Z,2020-07-17,13,71
Flinders La-Swanston St (West) Temporary,2020-07-17T03:00:00Z,2020-07-17,13,NA
RMIT Building 14,2020-07-17T03:00:00Z,2020-07-17,13,185
380 Elizabeth St,2020-07-17T03:00:00Z,2020-07-17,13,655
La Trobe St (North),2020-07-17T03:00:00Z,2020-07-17,13,NA
231 Bourke St,2020-07-17T03:00:00Z,2020-07-17,13,248
Royal Pde - Grattan St,2020-07-17T03:00:00Z,2020-07-17,13,NA
Bourke Street Mall (North),2020-07-17T04:00:00Z,2020-07-17,14,723
Bourke Street Mall (South),2020-07-17T04:00:00Z,2020-07-17,14,497
Melbourne Central,2020-07-17T04:00:00Z,2020-07-17,14,453
Town Hall (West),2020-07-17T04:00:00Z,2020-07-17,14,631
Princes Bridge,2020-07-17T04:00:00Z,2020-07-17,14,355
Flinders Street Station Underpass,2020-07-17T04:00:00Z,2020-07-17,14,326
Birrarung Marr,2020-07-17T04:00:00Z,2020-07-17,14,167
Webb Bridge,2020-07-17T04:00:00Z,2020-07-17,14,231
Southern Cross Station,2020-07-17T04:00:00Z,2020-07-17,14,130
Victoria Point,2020-07-17T04:00:00Z,2020-07-17,14,33
Waterfront City,2020-07-17T04:00:00Z,2020-07-17,14,48
New Quay,2020-07-17T04:00:00Z,2020-07-17,14,210
Flagstaff Station,2020-07-17T04:00:00Z,2020-07-17,14,NA
Sandridge Bridge,2020-07-17T04:00:00Z,2020-07-17,14,21
State Library,2020-07-17T04:00:00Z,2020-07-17,14,NA
Collins St (North),2020-07-17T04:00:00Z,2020-07-17,14,393
Collins Place (South),2020-07-17T04:00:00Z,2020-07-17,14,178
Collins Place (North),2020-07-17T04:00:00Z,2020-07-17,14,134
Chinatown-Swanston St (North),2020-07-17T04:00:00Z,2020-07-17,14,198
Chinatown-Lt Bourke St (South),2020-07-17T04:00:00Z,2020-07-17,14,98
Bourke St-Russell St (West),2020-07-17T04:00:00Z,2020-07-17,14,NA
Flinders St-Elizabeth St (East),2020-07-17T04:00:00Z,2020-07-17,14,981
Spencer St-Collins St (South),2020-07-17T04:00:00Z,2020-07-17,14,136
Spencer St-Collins St (North),2020-07-17T04:00:00Z,2020-07-17,14,482
Melbourne Convention Exhibition Centre,2020-07-17T04:00:00Z,2020-07-17,14,430
QV Market-Elizabeth St (West),2020-07-17T04:00:00Z,2020-07-17,14,568
QV Market-Peel St,2020-07-17T04:00:00Z,2020-07-17,14,172
The Arts Centre,2020-07-17T04:00:00Z,2020-07-17,14,189
St Kilda Rd-Alexandra Gardens,2020-07-17T04:00:00Z,2020-07-17,14,145
Lonsdale St (South),2020-07-17T04:00:00Z,2020-07-17,14,156
Lygon St (West),2020-07-17T04:00:00Z,2020-07-17,14,118
City Square,2020-07-17T04:00:00Z,2020-07-17,14,NA
Flinders St-Spring St (West),2020-07-17T04:00:00Z,2020-07-17,14,NA
Flinders St-Spark La,2020-07-17T04:00:00Z,2020-07-17,14,44
Southbank,2020-07-17T04:00:00Z,2020-07-17,14,253
Queen St (West),2020-07-17T04:00:00Z,2020-07-17,14,135
Lygon St (East),2020-07-17T04:00:00Z,2020-07-17,14,42
Alfred Place,2020-07-17T04:00:00Z,2020-07-17,14,58
Lonsdale St-Spring St (West),2020-07-17T04:00:00Z,2020-07-17,14,116
Grattan St-Swanston St (West),2020-07-17T04:00:00Z,2020-07-17,14,59
Monash Rd-Swanston St (West),2020-07-17T04:00:00Z,2020-07-17,14,54
Tin Alley-Swanston St (West),2020-07-17T04:00:00Z,2020-07-17,14,44
Little Collins St-Swanston St (East),2020-07-17T04:00:00Z,2020-07-17,14,368
Flinders La-Swanston St (West),2020-07-17T04:00:00Z,2020-07-17,14,719
Pelham St (South),2020-07-17T04:00:00Z,2020-07-17,14,47
Melbourne Central-Elizabeth St (East),2020-07-17T04:00:00Z,2020-07-17,14,711
QVM-Queen St (East),2020-07-17T04:00:00Z,2020-07-17,14,260
QVM-Therry St (South),2020-07-17T04:00:00Z,2020-07-17,14,183
Faraday St-Lygon St (West),2020-07-17T04:00:00Z,2020-07-17,14,132
QVM-Franklin St (North),2020-07-17T04:00:00Z,2020-07-17,14,128
Elizabeth St-Lonsdale St (South),2020-07-17T04:00:00Z,2020-07-17,14,164
Lincoln-Swanston (W),2020-07-17T04:00:00Z,2020-07-17,14,7
Elizabeth St-La Trobe St (East),2020-07-17T04:00:00Z,2020-07-17,14,NA
Lonsdale St - Elizabeth St (North),2020-07-17T04:00:00Z,2020-07-17,14,151
Bourke St Bridge,2020-07-17T04:00:00Z,2020-07-17,14,104
Bourke St - Spencer St (North),2020-07-17T04:00:00Z,2020-07-17,14,258
RMIT Bld 80 - 445 Swanston Street,2020-07-17T04:00:00Z,2020-07-17,14,72
Flinders La-Swanston St (West) Temporary,2020-07-17T04:00:00Z,2020-07-17,14,NA
RMIT Building 14,2020-07-17T04:00:00Z,2020-07-17,14,218
380 Elizabeth St,2020-07-17T04:00:00Z,2020-07-17,14,754
La Trobe St (North),2020-07-17T04:00:00Z,2020-07-17,14,NA
231 Bourke St,2020-07-17T04:00:00Z,2020-07-17,14,233
Royal Pde - Grattan St,2020-07-17T04:00:00Z,2020-07-17,14,NA
Bourke Street Mall (North),2020-07-17T05:00:00Z,2020-07-17,15,695
Bourke Street Mall (South),2020-07-17T05:00:00Z,2020-07-17,15,465
Melbourne Central,2020-07-17T05:00:00Z,2020-07-17,15,507
Town Hall (West),2020-07-17T05:00:00Z,2020-07-17,15,664
Princes Bridge,2020-07-17T05:00:00Z,2020-07-17,15,421
Flinders Street Station Underpass,2020-07-17T05:00:00Z,2020-07-17,15,356
Birrarung Marr,2020-07-17T05:00:00Z,2020-07-17,15,178
