Sensor,Date_Time,Date,Time,Count
Bourke Street Mall (North),2020-07-26T06:00:00Z,2020-07-26,16,615
Bourke Street Mall (South),2020-07-26T06:00:00Z,2020-07-26,16,265
Melbourne Central,2020-07-26T06:00:00Z,2020-07-26,16,427
Town Hall (West),2020-07-26T06:00:00Z,2020-07-26,16,399
Princes Bridge,2020-07-26T06:00:00Z,2020-07-26,16,334
Flinders Street Station Underpass,2020-07-26T06:00:00Z,2020-07-26,16,218
Birrarung Marr,2020-07-26T06:00:00Z,2020-07-26,16,246
Webb Bridge,2020-07-26T06:00:00Z,2020-07-26,16,228
Southern Cross Station,2020-07-26T06:00:00Z,2020-07-26,16,51
Victoria Point,2020-07-26T06:00:00Z,2020-07-26,16,56
Waterfront City,2020-07-26T06:00:00Z,2020-07-26,16,96
New Quay,2020-07-26T06:00:00Z,2020-07-26,16,305
Flagstaff Station,2020-07-26T06:00:00Z,2020-07-26,16,NA
Sandridge Bridge,2020-07-26T06:00:00Z,2020-07-26,16,3
State Library,2020-07-26T06:00:00Z,2020-07-26,16,NA
Collins St (North),2020-07-26T06:00:00Z,2020-07-26,16,121
Collins Place (South),2020-07-26T06:00:00Z,2020-07-26,16,57
Collins Place (North),2020-07-26T06:00:00Z,2020-07-26,16,28
Chinatown-Swanston St (North),2020-07-26T06:00:00Z,2020-07-26,16,206
Chinatown-Lt Bourke St (South),2020-07-26T06:00:00Z,2020-07-26,16,69
Bourke St-Russell St (West),2020-07-26T06:00:00Z,2020-07-26,16,NA
Flinders St-Elizabeth St (East),2020-07-26T06:00:00Z,2020-07-26,16,822
Spencer St-Collins St (South),2020-07-26T06:00:00Z,2020-07-26,16,61
Spencer St-Collins St (North),2020-07-26T06:00:00Z,2020-07-26,16,200
Melbourne Convention Exhibition Centre,2020-07-26T06:00:00Z,2020-07-26,16,518
QV Market-Elizabeth St (West),2020-07-26T06:00:00Z,2020-07-26,16,295
QV Market-Peel St,2020-07-26T06:00:00Z,2020-07-26,16,80
The Arts Centre,2020-07-26T06:00:00Z,2020-07-26,16,140
St Kilda Rd-Alexandra Gardens,2020-07-26T06:00:00Z,2020-07-26,16,120
Lonsdale St (South),2020-07-26T06:00:00Z,2020-07-26,16,128
Lygon St (West),2020-07-26T06:00:00Z,2020-07-26,16,94
City Square,2020-07-26T06:00:00Z,2020-07-26,16,NA
Flinders St-Spring St (West),2020-07-26T06:00:00Z,2020-07-26,16,NA
Flinders St-Spark La,2020-07-26T06:00:00Z,2020-07-26,16,44
Southbank,2020-07-26T06:00:00Z,2020-07-26,16,517
Queen St (West),2020-07-26T06:00:00Z,2020-07-26,16,19
Lygon St (East),2020-07-26T06:00:00Z,2020-07-26,16,57
Alfred Place,2020-07-26T06:00:00Z,2020-07-26,16,6
Lonsdale St-Spring St (West),2020-07-26T06:00:00Z,2020-07-26,16,41
Grattan St-Swanston St (West),2020-07-26T06:00:00Z,2020-07-26,16,54
Monash Rd-Swanston St (West),2020-07-26T06:00:00Z,2020-07-26,16,39
Tin Alley-Swanston St (West),2020-07-26T06:00:00Z,2020-07-26,16,39
Little Collins St-Swanston St (East),2020-07-26T06:00:00Z,2020-07-26,16,209
Flinders La-Swanston St (West),2020-07-26T06:00:00Z,2020-07-26,16,453
Pelham St (South),2020-07-26T06:00:00Z,2020-07-26,16,37
Melbourne Central-Elizabeth St (East),2020-07-26T06:00:00Z,2020-07-26,16,465
QVM-Queen St (East),2020-07-26T06:00:00Z,2020-07-26,16,154
QVM-Therry St (South),2020-07-26T06:00:00Z,2020-07-26,16,119
Faraday St-Lygon St (West),2020-07-26T06:00:00Z,2020-07-26,16,95
QVM-Franklin St (North),2020-07-26T06:00:00Z,2020-07-26,16,NA
Elizabeth St-Lonsdale St (South),2020-07-26T06:00:00Z,2020-07-26,16,163
Lincoln-Swanston (W),2020-07-26T06:00:00Z,2020-07-26,16,NA
Elizabeth St-La Trobe St (East),2020-07-26T06:00:00Z,2020-07-26,16,NA
Lonsdale St - Elizabeth St (North),2020-07-26T06:00:00Z,2020-07-26,16,99
Bourke St Bridge,2020-07-26T06:00:00Z,2020-07-26,16,80
Bourke St - Spencer St (North),2020-07-26T06:00:00Z,2020-07-26,16,179
RMIT Bld 80 - 445 Swanston Street,2020-07-26T06:00:00Z,2020-07-26,16,68
Flinders La-Swanston St (West) Temporary,2020-07-26T06:00:00Z,2020-07-26,16,NA
RMIT Building 14,2020-07-26T06:00:00Z,2020-07-26,16,197
380 Elizabeth St,2020-07-26T06:00:00Z,2020-07-26,16,702
La Trobe St (North),2020-07-26T06:00:00Z,2020-07-26,16,NA
231 Bourke St,2020-07-26T06:00:00Z,2020-07-26,16,117
Royal Pde - Grattan St,2020-07-26T06:00:00Z,2020-07-26,16,NA
Bourke Street Mall (North),2020-07-26T07:00:00Z,2020-07-26,17,396
Bourke Street Mall (South),2020-07-26T07:00:00Z,2020-07-26,17,152
Melbourne Central,2020-07-26T07:00:00Z,2020-07-26,17,424
Town Hall (West),2020-07-26T07:00:00Z,2020-07-26,17,307
Princes Bridge,2020-07-26T07:00:00Z,2020-07-26,17,276
Flinders Street Station Underpass,2020-07-26T07:00:00Z,2020-07-26,17,203
Birrarung Marr,2020-07-26T07:00:00Z,2020-07-26,17,128
Webb Bridge,2020-07-26T07:00:00Z,2020-07-26,17,189
Southern Cross Station,2020-07-26T07:00:00Z,2020-07-26,17,49
Victoria Point,2020-07-26T07:00:00Z,2020-07-26,17,54
Waterfront City,2020-07-26T07:00:00Z,2020-07-26,17,101
New Quay,2020-07-26T07:00:00Z,2020-07-26,17,294
Flagstaff Station,2020-07-26T07:00:00Z,2020-07-26,17,NA
Sandridge Bridge,2020-07-26T07:00:00Z,2020-07-26,17,NA
State Library,2020-07-26T07:00:00Z,2020-07-26,17,NA
Collins St (North),2020-07-26T07:00:00Z,2020-07-26,17,73
Collins Place (South),2020-07-26T07:00:00Z,2020-07-26,17,43
Collins Place (North),2020-07-26T07:00:00Z,2020-07-26,17,17
Chinatown-Swanston St (North),2020-07-26T07:00:00Z,2020-07-26,17,157
Chinatown-Lt Bourke St (South),2020-07-26T07:00:00Z,2020-07-26,17,50
Bourke St-Russell St (West),2020-07-26T07:00:00Z,2020-07-26,17,NA
Flinders St-Elizabeth St (East),2020-07-26T07:00:00Z,2020-07-26,17,751
Spencer St-Collins St (South),2020-07-26T07:00:00Z,2020-07-26,17,51
Spencer St-Collins St (North),2020-07-26T07:00:00Z,2020-07-26,17,178
Melbourne Convention Exhibition Centre,2020-07-26T07:00:00Z,2020-07-26,17,303
QV Market-Elizabeth St (West),2020-07-26T07:00:00Z,2020-07-26,17,228
QV Market-Peel St,2020-07-26T07:00:00Z,2020-07-26,17,61
The Arts Centre,2020-07-26T07:00:00Z,2020-07-26,17,161
St Kilda Rd-Alexandra Gardens,2020-07-26T07:00:00Z,2020-07-26,17,108
Lonsdale St (South),2020-07-26T07:00:00Z,2020-07-26,17,129
Lygon St (West),2020-07-26T07:00:00Z,2020-07-26,17,94
City Square,2020-07-26T07:00:00Z,2020-07-26,17,NA
Flinders St-Spring St (West),2020-07-26T07:00:00Z,2020-07-26,17,NA
Flinders St-Spark La,2020-07-26T07:00:00Z,2020-07-26,17,41
Southbank,2020-07-26T07:00:00Z,2020-07-26,17,390
Queen St (West),2020-07-26T07:00:00Z,2020-07-26,17,24
Lygon St (East),2020-07-26T07:00:00Z,2020-07-26,17,56
Alfred Place,2020-07-26T07:00:00Z,2020-07-26,17,10
Lonsdale St-Spring St (West),2020-07-26T07:00:00Z,2020-07-26,17,41
Grattan St-Swanston St (West),2020-07-26T07:00:00Z,2020-07-26,17,50
Monash Rd-Swanston St (West),2020-07-26T07:00:00Z,2020-07-26,17,44
Tin Alley-Swanston St (West),2020-07-26T07:00:00Z,2020-07-26,17,21
Little Collins St-Swanston St (East),2020-07-26T07:00:00Z,2020-07-26,17,176
Flinders La-Swanston St (West),2020-07-26T07:00:00Z,2020-07-26,17,406
Pelham St (South),2020-07-26T07:00:00Z,2020-07-26,17,23
Melbourne Central-Elizabeth St (East),2020-07-26T07:00:00Z,2020-07-26,17,346
QVM-Queen St (East),2020-07-26T07:00:00Z,2020-07-26,17,66
QVM-Therry St (South),2020-07-26T07:00:00Z,2020-07-26,17,75
Faraday St-Lygon St (West),2020-07-26T07:00:00Z,2020-07-26,17,98
QVM-Franklin St (North),2020-07-26T07:00:00Z,2020-07-26,17,NA
Elizabeth St-Lonsdale St (South),2020-07-26T07:00:00Z,2020-07-26,17,100
Lincoln-Swanston (W),2020-07-26T07:00:00Z,2020-07-26,17,2
Elizabeth St-La Trobe St (East),2020-07-26T07:00:00Z,2020-07-26,17,NA
Lonsdale St - Elizabeth St (North),2020-07-26T07:00:00Z,2020-07-26,17,100
Bourke St Bridge,2020-07-26T07:00:00Z,2020-07-26,17,73
Bourke St - Spencer St (North),2020-07-26T07:00:00Z,2020-07-26,17,151
RMIT Bld 80 - 445 Swanston Street,2020-07-26T07:00:00Z,2020-07-26,17,16
Flinders La-Swanston St (West) Temporary,2020-07-26T07:00:00Z,2020-07-26,17,NA
RMIT Building 14,2020-07-26T07:00:00Z,2020-07-26,17,151
380 Elizabeth St,2020-07-26T07:00:00Z,2020-07-26,17,681
La Trobe St (North),2020-07-26T07:00:00Z,2020-07-26,17,NA
231 Bourke St,2020-07-26T07:00:00Z,2020-07-26,17,96
Royal Pde - Grattan St,2020-07-26T07:00:00Z,2020-07-26,17,NA
Bourke Street Mall (North),2020-07-26T08:00:00Z,2020-07-26,18,155
Bourke Street Mall (South),2020-07-26T08:00:00Z,2020-07-26,18,79
Melbourne Central,2020-07-26T08:00:00Z,2020-07-26,18,298
Town Hall (West),2020-07-26T08:00:00Z,2020-07-26,18,195
Princes Bridge,2020-07-26T08:00:00Z,2020-07-26,18,172
Flinders Street Station Underpass,2020-07-26T08:00:00Z,2020-07-26,18,160
Birrarung Marr,2020-07-26T08:00:00Z,2020-07-26,18,54
Webb Bridge,2020-07-26T08:00:00Z,2020-07-26,18,94
Southern Cross Station,2020-07-26T08:00:00Z,2020-07-26,18,36
Victoria Point,2020-07-26T08:00:00Z,2020-07-26,18,25
Waterfront City,2020-07-26T08:00:00Z,2020-07-26,18,47
New Quay,2020-07-26T08:00:00Z,2020-07-26,18,189
Flagstaff Station,2020-07-26T08:00:00Z,2020-07-26,18,NA
Sandridge Bridge,2020-07-26T08:00:00Z,2020-07-26,18,1
State Library,2020-07-26T08:00:00Z,2020-07-26,18,NA
Collins St (North),2020-07-26T08:00:00Z,2020-07-26,18,52
Collins Place (South),2020-07-26T08:00:00Z,2020-07-26,18,26
Collins Place (North),2020-07-26T08:00:00Z,2020-07-26,18,12
Chinatown-Swanston St (North),2020-07-26T08:00:00Z,2020-07-26,18,143
Chinatown-Lt Bourke St (South),2020-07-26T08:00:00Z,2020-07-26,18,45
Bourke St-Russell St (West),2020-07-26T08:00:00Z,2020-07-26,18,NA
Flinders St-Elizabeth St (East),2020-07-26T08:00:00Z,2020-07-26,18,531
Spencer St-Collins St (South),2020-07-26T08:00:00Z,2020-07-26,18,54
Spencer St-Collins St (North),2020-07-26T08:00:00Z,2020-07-26,18,150
Melbourne Convention Exhibition Centre,2020-07-26T08:00:00Z,2020-07-26,18,151
QV Market-Elizabeth St (West),2020-07-26T08:00:00Z,2020-07-26,18,162
QV Market-Peel St,2020-07-26T08:00:00Z,2020-07-26,18,40
The Arts Centre,2020-07-26T08:00:00Z,2020-07-26,18,85
St Kilda Rd-Alexandra Gardens,2020-07-26T08:00:00Z,2020-07-26,18,32
Lonsdale St (South),2020-07-26T08:00:00Z,2020-07-26,18,115
Lygon St (West),2020-07-26T08:00:00Z,2020-07-26,18,79
City Square,2020-07-26T08:00:00Z,2020-07-26,18,NA
Flinders St-Spring St (West),2020-07-26T08:00:00Z,2020-07-26,18,NA
Flinders St-Spark La,2020-07-26T08:00:00Z,2020-07-26,18,17
Southbank,2020-07-26T08:00:00Z,2020-07-26,18,180
Queen St (West),2020-07-26T08:00:00Z,2020-07-26,18,23
Lygon St (East),2020-07-26T08:00:00Z,2020-07-26,18,41
Alfred Place,2020-07-26T08:00:00Z,2020-07-26,18,4
Lonsdale St-Spring St (West),2020-07-26T08:00:00Z,2020-07-26,18,17
Grattan St-Swanston St (West),2020-07-26T08:00:00Z,2020-07-26,18,41
Monash Rd-Swanston St (West),2020-07-26T08:00:00Z,2020-07-26,18,19
Tin Alley-Swanston St (West),2020-07-26T08:00:00Z,2020-07-26,18,9
Little Collins St-Swanston St (East),2020-07-26T08:00:00Z,2020-07-26,18,105
Flinders La-Swanston St (West),2020-07-26T08:00:00Z,2020-07-26,18,246
Pelham St (South),2020-07-26T08:00:00Z,2020-07-26,18,17
Melbourne Central-Elizabeth St (East),2020-07-26T08:00:00Z,2020-07-26,18,259
QVM-Queen St (East),2020-07-26T08:00:00Z,2020-07-26,18,45
QVM-Therry St (South),2020-07-26T08:00:00Z,2020-07-26,18,94
Faraday St-Lygon St (West),2020-07-26T08:00:00Z,2020-07-26,18,48
QVM-Franklin St (North),2020-07-26T08:00:00Z,2020-07-26,18,NA
Elizabeth St-Lonsdale St (South),2020-07-26T08:00:00Z,2020-07-26,18,57
Lincoln-Swanston (W),2020-07-26T08:00:00Z,2020-07-26,18,4
Elizabeth St-La Trobe St (East),2020-07-26T08:00:00Z,2020-07-26,18,NA
Lonsdale St - Elizabeth St (North),2020-07-26T08:00:00Z,2020-07-26,18,55
Bourke St Bridge,2020-07-26T08:00:00Z,2020-07-26,18,33
Bourke St - Spencer St (North),2020-07-26T08:00:00Z,2020-07-26,18,119
RMIT Bld 80 - 445 Swanston Street,2020-07-26T08:00:00Z,2020-07-26,18,NA
Flinders La-Swanston St (West) Temporary,2020-07-26T08:00:00Z,2020-07-26,18,NA
RMIT Building 14,2020-07-26T08:00:00Z,2020-07-26,18,102
380 Elizabeth St,2020-07-26T08:00:00Z,2020-07-26,18,462
La Trobe St (North),2020-07-26T08:00:00Z,2020-07-26,18,NA
231 Bourke St,2020-07-26T08:00:00Z,2020-07-26,18,77
Royal Pde - Grattan St,2020-07-26T08:00:00Z,2020-07-26,18,NA
Bourke Street Mall (North),2020-07-26T09:00:00Z,2020-07-26,19,81
Bourke Street Mall (South),2020-07-26T09:00:00Z,2020-07-26,19,57
Melbourne Central,2020-07-26T09:00:00Z,2020-07-26,19,214
Town Hall (West),2020-07-26T09:00:00Z,2020-07-26,19,100
Princes Bridge,2020-07-26T09:00:00Z,2020-07-26,19,109
Flinders Street Station Underpass,2020-07-26T09:00:00Z,2020-07-26,19,88
Birrarung Marr,2020-07-26T09:00:00Z,2020-07-26,19,35
Webb Bridge,2020-07-26T09:00:00Z,2020-07-26,19,48
Southern Cross Station,2020-07-26T09:00:00Z,2020-07-26,19,32
Victoria Point,2020-07-26T09:00:00Z,2020-07-26,19,27
Waterfront City,2020-07-26T09:00:00Z,2020-07-26,19,50
New Quay,2020-07-26T09:00:00Z,2020-07-26,19,121
Flagstaff Station,2020-07-26T09:00:00Z,2020-07-26,19,NA
Sandridge Bridge,2020-07-26T09:00:00Z,2020-07-26,19,2
State Library,2020-07-26T09:00:00Z,2020-07-26,19,NA
Collins St (North),2020-07-26T09:00:00Z,2020-07-26,19,28
Collins Place (South),2020-07-26T09:00:00Z,2020-07-26,19,24
Collins Place (North),2020-07-26T09:00:00Z,2020-07-26,19,12
Chinatown-Swanston St (North),2020-07-26T09:00:00Z,2020-07-26,19,99
Chinatown-Lt Bourke St (South),2020-07-26T09:00:00Z,2020-07-26,19,35
Bourke St-Russell St (West),2020-07-26T09:00:00Z,2020-07-26,19,NA
Flinders St-Elizabeth St (East),2020-07-26T09:00:00Z,2020-07-26,19,357
Spencer St-Collins St (South),2020-07-26T09:00:00Z,2020-07-26,19,46
Spencer St-Collins St (North),2020-07-26T09:00:00Z,2020-07-26,19,145
Melbourne Convention Exhibition Centre,2020-07-26T09:00:00Z,2020-07-26,19,144
QV Market-Elizabeth St (West),2020-07-26T09:00:00Z,2020-07-26,19,158
QV Market-Peel St,2020-07-26T09:00:00Z,2020-07-26,19,42
The Arts Centre,2020-07-26T09:00:00Z,2020-07-26,19,60
St Kilda Rd-Alexandra Gardens,2020-07-26T09:00:00Z,2020-07-26,19,18
Lonsdale St (South),2020-07-26T09:00:00Z,2020-07-26,19,80
Lygon St (West),2020-07-26T09:00:00Z,2020-07-26,19,76
City Square,2020-07-26T09:00:00Z,2020-07-26,19,NA
Flinders St-Spring St (West),2020-07-26T09:00:00Z,2020-07-26,19,NA
Flinders St-Spark La,2020-07-26T09:00:00Z,2020-07-26,19,10
Southbank,2020-07-26T09:00:00Z,2020-07-26,19,112
Queen St (West),2020-07-26T09:00:00Z,2020-07-26,19,21
Lygon St (East),2020-07-26T09:00:00Z,2020-07-26,19,42
Alfred Place,2020-07-26T09:00:00Z,2020-07-26,19,1
Lonsdale St-Spring St (West),2020-07-26T09:00:00Z,2020-07-26,19,18
Grattan St-Swanston St (West),2020-07-26T09:00:00Z,2020-07-26,19,24
Monash Rd-Swanston St (West),2020-07-26T09:00:00Z,2020-07-26,19,17
Tin Alley-Swanston St (West),2020-07-26T09:00:00Z,2020-07-26,19,8
Little Collins St-Swanston St (East),2020-07-26T09:00:00Z,2020-07-26,19,48
Flinders La-Swanston St (West),2020-07-26T09:00:00Z,2020-07-26,19,138
Pelham St (South),2020-07-26T09:00:00Z,2020-07-26,19,22
Melbourne Central-Elizabeth St (East),2020-07-26T09:00:00Z,2020-07-26,19,145
QVM-Queen St (East),2020-07-26T09:00:00Z,2020-07-26,19,73
QVM-Therry St (South),2020-07-26T09:00:00Z,2020-07-26,19,93
Faraday St-Lygon St (West),2020-07-26T09:00:00Z,2020-07-26,19,37
QVM-Franklin St (North),2020-07-26T09:00:00Z,2020-07-26,19,NA
Elizabeth St-Lonsdale St (South),2020-07-26T09:00:00Z,2020-07-26,19,55
Lincoln-Swanston (W),2020-07-26T09:00:00Z,2020-07-26,19,2
Elizabeth St-La Trobe St (East),2020-07-26T09:00:00Z,2020-07-26,19,NA
Lonsdale St - Elizabeth St (North),2020-07-26T09:00:00Z,2020-07-26,19,63
Bourke St Bridge,2020-07-26T09:00:00Z,2020-07-26,19,30
Bourke St - Spencer St (North),2020-07-26T09:00:00Z,2020-07-26,19,80
RMIT Bld 80 - 445 Swanston Street,2020-07-26T09:00:00Z,2020-07-26,19,NA
Flinders La-Swanston St (West) Temporary,2020-07-26T09:00:00Z,2020-07-26,19,NA
RMIT Building 14,2020-07-26T09:00:00Z,2020-07-26,19,73
380 Elizabeth St,2020-07-26T09:00:00Z,2020-07-26,19,356
La Trobe St (North),2020-07-26T09:00:00Z,2020-07-26,19,NA
231 Bourke St,2020-07-26T09:00:00Z,2020-07-26,19,36
Royal Pde - Grattan St,2020-07-26T09:00:00Z,2020-07-26,19,NA
Bourke Street Mall (North),2020-07-26T10:00:00Z,2020-07-26,20,66
Bourke Street Mall (South),2020-07-26T10:00:00Z,2020-07-26,20,45
Melbourne Central,2020-07-26T10:00:00Z,2020-07-26,20,213
Town Hall (West),2020-07-26T10:00:00Z,2020-07-26,20,80
Princes Bridge,2020-07-26T10:00:00Z,2020-07-26,20,98
Flinders Street Station Underpass,2020-07-26T10:00:00Z,2020-07-26,20,121
Birrarung Marr,2020-07-26T10:00:00Z,2020-07-26,20,26
Webb Bridge,2020-07-26T10:00:00Z,2020-07-26,20,46
Southern Cross Station,2020-07-26T10:00:00Z,2020-07-26,20,10
Victoria Point,2020-07-26T10:00:00Z,2020-07-26,20,19
Waterfront City,2020-07-26T10:00:00Z,2020-07-26,20,41
New Quay,2020-07-26T10:00:00Z,2020-07-26,20,90
Flagstaff Station,2020-07-26T10:00:00Z,2020-07-26,20,NA
Sandridge Bridge,2020-07-26T10:00:00Z,2020-07-26,20,NA
State Library,2020-07-26T10:00:00Z,2020-07-26,20,NA
Collins St (North),2020-07-26T10:00:00Z,2020-07-26,20,28
Collins Place (South),2020-07-26T10:00:00Z,2020-07-26,20,12
Collins Place (North),2020-07-26T10:00:00Z,2020-07-26,20,6
Chinatown-Swanston St (North),2020-07-26T10:00:00Z,2020-07-26,20,63
Chinatown-Lt Bourke St (South),2020-07-26T10:00:00Z,2020-07-26,20,32
Bourke St-Russell St (West),2020-07-26T10:00:00Z,2020-07-26,20,NA
Flinders St-Elizabeth St (East),2020-07-26T10:00:00Z,2020-07-26,20,382
Spencer St-Collins St (South),2020-07-26T10:00:00Z,2020-07-26,20,45
Spencer St-Collins St (North),2020-07-26T10:00:00Z,2020-07-26,20,93
Melbourne Convention Exhibition Centre,2020-07-26T10:00:00Z,2020-07-26,20,82
QV Market-Elizabeth St (West),2020-07-26T10:00:00Z,2020-07-26,20,138
QV Market-Peel St,2020-07-26T10:00:00Z,2020-07-26,20,24
The Arts Centre,2020-07-26T10:00:00Z,2020-07-26,20,46
St Kilda Rd-Alexandra Gardens,2020-07-26T10:00:00Z,2020-07-26,20,14
Lonsdale St (South),2020-07-26T10:00:00Z,2020-07-26,20,46
Lygon St (West),2020-07-26T10:00:00Z,2020-07-26,20,63
City Square,2020-07-26T10:00:00Z,2020-07-26,20,NA
Flinders St-Spring St (West),2020-07-26T10:00:00Z,2020-07-26,20,NA
Flinders St-Spark La,2020-07-26T10:00:00Z,2020-07-26,20,3
Southbank,2020-07-26T10:00:00Z,2020-07-26,20,93
Queen St (West),2020-07-26T10:00:00Z,2020-07-26,20,14
Lygon St (East),2020-07-26T10:00:00Z,2020-07-26,20,13
Alfred Place,2020-07-26T10:00:00Z,2020-07-26,20,7
Lonsdale St-Spring St (West),2020-07-26T10:00:00Z,2020-07-26,20,15
Grattan St-Swanston St (West),2020-07-26T10:00:00Z,2020-07-26,20,21
Monash Rd-Swanston St (West),2020-07-26T10:00:00Z,2020-07-26,20,16
Tin Alley-Swanston St (West),2020-07-26T10:00:00Z,2020-07-26,20,5
Little Collins St-Swanston St (East),2020-07-26T10:00:00Z,2020-07-26,20,39
Flinders La-Swanston St (West),2020-07-26T10:00:00Z,2020-07-26,20,124
Pelham St (South),2020-07-26T10:00:00Z,2020-07-26,20,14
Melbourne Central-Elizabeth St (East),2020-07-26T10:00:00Z,2020-07-26,20,132
QVM-Queen St (East),2020-07-26T10:00:00Z,2020-07-26,20,29
QVM-Therry St (South),2020-07-26T10:00:00Z,2020-07-26,20,63
Faraday St-Lygon St (West),2020-07-26T10:00:00Z,2020-07-26,20,28
QVM-Franklin St (North),2020-07-26T10:00:00Z,2020-07-26,20,NA
Elizabeth St-Lonsdale St (South),2020-07-26T10:00:00Z,2020-07-26,20,36
Lincoln-Swanston (W),2020-07-26T10:00:00Z,2020-07-26,20,1
Elizabeth St-La Trobe St (East),2020-07-26T10:00:00Z,2020-07-26,20,NA
Lonsdale St - Elizabeth St (North),2020-07-26T10:00:00Z,2020-07-26,20,53
Bourke St Bridge,2020-07-26T10:00:00Z,2020-07-26,20,21
Bourke St - Spencer St (North),2020-07-26T10:00:00Z,2020-07-26,20,66
RMIT Bld 80 - 445 Swanston Street,2020-07-26T10:00:00Z,2020-07-26,20,NA
Flinders La-Swanston St (West) Temporary,2020-07-26T10:00:00Z,2020-07-26,20,NA
RMIT Building 14,2020-07-26T10:00:00Z,2020-07-26,20,49
380 Elizabeth St,2020-07-26T10:00:00Z,2020-07-26,20,251
La Trobe St (North),2020-07-26T10:00:00Z,2020-07-26,20,NA
231 Bourke St,2020-07-26T10:00:00Z,2020-07-26,20,52
Royal Pde - Grattan St,2020-07-26T10:00:00Z,2020-07-26,20,NA
Bourke Street Mall (North),2020-07-26T11:00:00Z,2020-07-26,21,43
Bourke Street Mall (South),2020-07-26T11:00:00Z,2020-07-26,21,20
Melbourne Central,2020-07-26T11:00:00Z,2020-07-26,21,117
Town Hall (West),2020-07-26T11:00:00Z,2020-07-26,21,54
Princes Bridge,2020-07-26T11:00:00Z,2020-07-26,21,90
Flinders Street Station Underpass,2020-07-26T11:00:00Z,2020-07-26,21,64
Birrarung Marr,2020-07-26T11:00:00Z,2020-07-26,21,16
Webb Bridge,2020-07-26T11:00:00Z,2020-07-26,21,18
Southern Cross Station,2020-07-26T11:00:00Z,2020-07-26,21,14
Victoria Point,2020-07-26T11:00:00Z,2020-07-26,21,10
Waterfront City,2020-07-26T11:00:00Z,2020-07-26,21,26
New Quay,2020-07-26T11:00:00Z,2020-07-26,21,85
Flagstaff Station,2020-07-26T11:00:00Z,2020-07-26,21,NA
Sandridge Bridge,2020-07-26T11:00:00Z,2020-07-26,21,NA
State Library,2020-07-26T11:00:00Z,2020-07-26,21,NA
Collins St (North),2020-07-26T11:00:00Z,2020-07-26,21,23
Collins Place (South),2020-07-26T11:00:00Z,2020-07-26,21,16
Collins Place (North),2020-07-26T11:00:00Z,2020-07-26,21,3
Chinatown-Swanston St (North),2020-07-26T11:00:00Z,2020-07-26,21,48
Chinatown-Lt Bourke St (South),2020-07-26T11:00:00Z,2020-07-26,21,26
Bourke St-Russell St (West),2020-07-26T11:00:00Z,2020-07-26,21,NA
Flinders St-Elizabeth St (East),2020-07-26T11:00:00Z,2020-07-26,21,310
Spencer St-Collins St (South),2020-07-26T11:00:00Z,2020-07-26,21,32
Spencer St-Collins St (North),2020-07-26T11:00:00Z,2020-07-26,21,73
Melbourne Convention Exhibition Centre,2020-07-26T11:00:00Z,2020-07-26,21,43
QV Market-Elizabeth St (West),2020-07-26T11:00:00Z,2020-07-26,21,111
QV Market-Peel St,2020-07-26T11:00:00Z,2020-07-26,21,15
The Arts Centre,2020-07-26T11:00:00Z,2020-07-26,21,38
St Kilda Rd-Alexandra Gardens,2020-07-26T11:00:00Z,2020-07-26,21,14
Lonsdale St (South),2020-07-26T11:00:00Z,2020-07-26,21,42
Lygon St (West),2020-07-26T11:00:00Z,2020-07-26,21,128
City Square,2020-07-26T11:00:00Z,2020-07-26,21,NA
Flinders St-Spring St (West),2020-07-26T11:00:00Z,2020-07-26,21,NA
Flinders St-Spark La,2020-07-26T11:00:00Z,2020-07-26,21,14
Southbank,2020-07-26T11:00:00Z,2020-07-26,21,46
Queen St (West),2020-07-26T11:00:00Z,2020-07-26,21,13
Lygon St (East),2020-07-26T11:00:00Z,2020-07-26,21,27
Alfred Place,2020-07-26T11:00:00Z,2020-07-26,21,2
Lonsdale St-Spring St (West),2020-07-26T11:00:00Z,2020-07-26,21,19
Grattan St-Swanston St (West),2020-07-26T11:00:00Z,2020-07-26,21,17
Monash Rd-Swanston St (West),2020-07-26T11:00:00Z,2020-07-26,21,6
Tin Alley-Swanston St (West),2020-07-26T11:00:00Z,2020-07-26,21,9
Little Collins St-Swanston St (East),2020-07-26T11:00:00Z,2020-07-26,21,34
Flinders La-Swanston St (West),2020-07-26T11:00:00Z,2020-07-26,21,102
